marca,modelo,modelo_anyo,precio_contado,precio_financiado,precio_nuevo,fecha_matriculacion,combustible,kilometraje,carroceria,garantia,color,distintivo_medioambiental,largo,ancho,alto,batalla,volumen_maletero,mma,numero_puertas,numero_plazas,cilindrada,numero_cilindros,sobrealimentacion,traccion,tipo_cambio,numero_marchas,potencia_kw,potencia_cv,par_nm,velocidad_maxima,aceleracion,consumo_urbano,consumo_carretera,consumo_medio,co2,capacidad_deposito,pais,provincia,vendedor
SEAT,Arona,2022,20900,19800,28750,12/2022,gasolina,18170,todo terreno,24 ,azul,,4153,1780,1552,2566,400/0,1750,5,5,999,3,turbo,delantera,automatica secuencial,7,81,110,200,190,10.1,0.0,0.0,0.0,,40.0,spain,malaga,vendedor profesional
PEUGEOT,308,2018,13490,12490,23100,10/2018,diesel,93000,berlina,12 ,blanco,,4253,1804,1472,2620,420/470,1780,5,5,1499,4,turbo de geometria variable,delantera,manual,6,73,100,254,181,10.8,4.3,3.3,3.6,98.0,53.0,spain,sevilla,vendedor profesional
HONDA,Civic,2009,9490,9490,24200,04/2009,diesel,124052,berlina,12 ,rojo,,4256,1765,1460,2635,485/1352,1890,5,5,2204,4,turbo,delantera,manual,6,103,140,340,205,8.7,6.7,4.5,5.3,139.0,50.0,spain,lugo,vendedor profesional
KIA,Stonic,2020,17990,16490,,07/2020,gasolina,64000,"4x4, suv o pickup",36 ,clear white (solido) / aurora black pear (metalizado) / metalizado,,,,,,,,,,,,,,,,,,,,,,,,,,spain,malaga,vendedor profesional
PEUGEOT,3008,2019,18480,17980,26130,04/2019,diesel,121000,monovolumen,12 ,blanco / metalizado,,4365,1837,1625,2613,432/512,2020,5,5,1560,4,turbo de geometria variable,delantera,manual,6,88,121,300,183,12.0,4.6,3.8,4.1,108.0,60.0,spain,cordoba,vendedor profesional
TOYOTA,Yaris,2022,16990,16490,,05/2022,gasolina,23564,berlina mediana o grande,36 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
HYUNDAI,Tucson,2021,24000,21818,35025,01/2021,gasolina,48124,todo terreno,12 ,phantom black cmicae,,4500,1865,1650,2680,577/1756,2065,5,5,1598,4,turbo,delantera,manual,6,110,150,250,189,10.3,0.0,0.0,0.0,121.0,54.0,spain,albacete,vendedor profesional
LEXUS,UX,2019,28995,26995,51038,11/2019,gasolina y corriente electrica,99800,todo terreno,si,rojo,,4495,1840,1540,2640,283/0,2225,5,5,1987,4,,todo terreno traccion total permanente,automatica continua,1,135,184,180,177,8.7,5.9,3.2,4.5,106.0,43.0,spain,madrid,vendedor profesional
BMW,Serie 1,2018,18500,17500,29328,06/2018,diesel,110000,berlina,12 ,nacional-m sport-cuero,,4329,1765,1421,2690,360/1200,1960,3,5,1496,3,turbo de geometria variable,trasera,automatica secuencial,8,85,116,270,200,10.5,5.0,4.1,4.4,116.0,52.0,spain,madrid,vendedor profesional
BMW,X1,2023,39900,38900,44000,01/2023,diesel,34000,todo terreno,12 ,blanco,,4500,1845,1642,2692,540/1600,2150,5,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,7,110,150,360,210,8.9,0.0,0.0,0.0,,45.0,spain,valencia,vendedor profesional
FIAT,500,2022,12890,11727,19500,06/2022,gasolina,52070,berlina,12 ,blanco,,3571,1627,1488,2300,185/0,1055,3,4,999,3,turbo,delantera,manual,6,52,70,92,167,13.8,0.0,0.0,0.0,,35.0,spain,albacete,vendedor profesional
BMW,X1,2019,23800,21800,35300,07/2019,diesel,39000,todo terreno,12 ,negro,,4447,1821,1598,2670,505/1550,2040,5,5,1496,3,turbo de geometria variable,delantera,manual,6,85,116,270,190,11.5,4.7,3.7,4.1,107.0,51.0,spain,malaga,vendedor profesional
AUDI,Q7,2019,42790,40790,69207,03/2019,diesel,95998,todo terreno,12 ,gris / metalizado,,5052,1968,1741,2994,865/2075,2815,5,5,2967,6,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,7,170,232,500,229,7.1,7.1,6.2,6.5,172.0,85.0,spain,madrid,vendedor profesional
SKODA,Octavia,2018,14990,13590,26720,11/2018,diesel,123272,berlina,12 ,plateado / metalizado,,4670,1814,1461,2686,590/1580,1870,5,5,1598,4,turbo de geometria variable,delantera,automatica secuencial,7,85,115,250,202,10.2,4.1,3.7,3.9,103.0,50.0,spain,madrid,vendedor profesional
ALFA,ROMEO Tonale,2023,42400,42400,,03/2023,hibrido,2450,"4x4, suv o pickup",12 ,azul misano met,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
LEXUS,UX,2020,26990,25990,38800,01/2020,gasolina y corriente electrica,63100,todo terreno,si,rojo,,4495,1840,1540,2640,320/0,2165,5,5,1987,4,,delantera,automatica continua,1,135,184,180,177,8.5,5.3,3.4,4.1,96.0,43.0,spain,madrid,vendedor profesional
BMW,Serie 3,2019,52990,52000,71900,11/2019,gasolina,56534,berlina,12 ,azul,,4731,1827,1440,2851,480/0,2245,4,5,2998,6,turbo,total permanente,automatica secuencial,8,275,374,500,250,4.4,7.5,5.5,6.2,160.0,59.0,spain,alicante,vendedor profesional
SEAT,Leon,2011,12990,11990,22950,09/2011,gasolina,116000,berlina,12 ,blanco,,4315,1768,1455,2578,341/0,1850,5,5,1798,4,turbo,delantera,manual,6,118,160,250,213,7.9,9.0,5.5,6.8,159.0,55.0,spain,cantabria,vendedor profesional
BMW,X1,2020,26790,24390,38785,02/2020,diesel,61986,todo terreno,12 ,blanco,,4447,1821,1598,2670,505/1550,2125,5,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,350,200,9.4,5.0,4.0,4.3,114.0,51.0,spain,madrid,vendedor profesional
BMW,Serie 6,2015,35700,,106250,06/2015,diesel,51000,coupe,0,gris,,5007,1894,1392,2968,460/1265,2410,4,5,2993,6,turbo de geometria variable,trasera,automatica secuencial,8,230,313,630,250,5.4,6.6,5.2,5.7,152.0,70.0,spain,zaragoza,vendedor profesional
SEAT,Alhambra,2014,11600,,34120,05/2014,diesel,247000,monovolumen,12 ,gris,,4854,1904,1720,2919,809/2430,2340,5,5,1968,4,turbo,delantera,manual,6,103,140,320,194,10.9,6.8,4.8,5.5,143.0,70.0,spain,barcelona,vendedor profesional
CITROEN,C3 Aircross,2023,17390,15790,24400,02/2023,gasolina,10955,todo terreno,12 ,blanco,,4160,1824,1597,2604,410/520,1795,5,5,1199,3,turbo,delantera,manual,6,81,110,205,195,8.8,0.0,0.0,0.0,,45.0,spain,madrid,vendedor profesional
BMW,Serie 6,2015,35700,,106250,06/2015,diesel,51000,coupe,0,gris,,5007,1894,1392,2968,460/1265,2410,4,5,2993,6,turbo de geometria variable,trasera,automatica secuencial,8,230,313,630,250,5.4,6.6,5.2,5.7,152.0,70.0,spain,zaragoza,vendedor profesional
VOLKSWAGEN,T-Roc,2022,26290,23890,30868,02/2022,diesel,25672,todo terreno,12 ,gris / metalizado,,4234,1819,1572,2593,445/1237,1890,5,5,1968,4,turbo de geometria variable,delantera,manual,6,85,115,250,187,10.9,0.0,0.0,0.0,,55.0,spain,madrid,vendedor profesional
AUDI,A3,2016,40900,39900,59857,09/2016,gasolina,100000,berlina,12 ,negro / metalizado,,4343,1800,1411,2631,380/1120,2020,5,5,2480,5,turbo,total permanente,automatica secuencial,6,270,367,465,250,4.3,11.2,6.3,8.1,189.0,55.0,spain,barcelona,vendedor profesional
OPEL,Crossland,2023,17590,15990,27000,10/2023,gasolina,6,todo terreno,12 ,negro,,4217,1825,1605,2604,410/1255,1795,5,5,1199,3,turbo,delantera,manual,6,81,110,205,198,10.2,0.0,0.0,0.0,,45.0,spain,madrid,vendedor profesional
BMW,X1,2020,26790,24390,38785,02/2020,diesel,61986,todo terreno,12 ,blanco,,4447,1821,1598,2670,505/1550,2125,5,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,350,200,9.4,5.0,4.0,4.3,114.0,51.0,spain,madrid,vendedor profesional
MERCEDES-BENZ,Clase GLE,2018,41500,39151,62100,07/2018,diesel,80534,todo terreno,24 ,blanco polar - pintura un,,4819,1935,1788,2915,690/2010,2950,5,5,2143,4,turbo,todo terreno traccion total permanente,automatica secuencial,9,150,204,500,210,8.6,6.6,5.5,5.6,155.0,93.0,spain,valencia,vendedor profesional
JAGUAR,E-Pace,2019,23490,21390,,10/2019,diesel,83519,"4x4, suv o pickup",12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
MINI,Mini,2019,26900,,,12/2019,diesel,23905,familiar,12 ,rojo,,,,,,,,,,,,,,,,,,,,,,,,,,spain,almeria,vendedor profesional
MERCEDES-BENZ,Clase GLC,2018,35900,33900,49100,06/2018,diesel,46000,todo terreno,12 ,gris / metalizado,,4656,1890,1644,2873,550/1600,2520,5,5,2143,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,125,170,400,210,8.3,6.8,5.4,5.9,156.0,57.0,spain,pontevedra,vendedor profesional
MERCEDES-BENZ,Clase B,2019,29800,,38112,09/2019,diesel,40000,monovolumen,12 ,blanco,,4419,1796,1562,2699,455/1530,2075,5,5,1950,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,320,219,8.3,0.0,0.0,0.0,,43.0,spain,alicante,vendedor profesional
SUBARU,Outback,2017,17900,15900,32900,08/2017,diesel,159000,stationwagon,12 ,granate,,4815,1840,1605,2745,512/1848,2085,5,5,1998,4,turbo de geometria variable,total permanente,manual,6,110,150,350,200,9.7,6.9,4.8,5.6,145.0,60.0,spain,girona,vendedor profesional
BMW,Serie 6,2017,34600,34600,104400,02/2017,gasolina,120000,coupe,12 ,negro / metalizado,,5007,1894,1392,2968,460/1265,2360,4,5,2979,6,turbo,trasera,automatica secuencial,8,235,320,450,250,5.4,10.9,6.0,7.8,182.0,70.0,spain,murcia,vendedor profesional
BMW,Serie 2,2015,19500,19500,40350,05/2015,diesel,167824,convertible,12 ,mineralgrau metallic / metalizado,,4432,1774,1413,2690,335/0,2005,2,4,1995,4,turbo,trasera,manual,6,140,190,400,225,7.5,5.5,3.8,4.4,116.0,52.0,spain,barcelona,vendedor profesional
LAND-ROVER,Range Rover Sport,2018,54999,,86800,04/2018,diesel,67000,todo terreno,12 ,indus silver / metalizado,,4879,1983,1803,2923,780/1868,3000,5,5,2993,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,190,258,600,209,7.7,7.8,6.4,6.9,182.0,86.0,spain,valencia,vendedor profesional
HYUNDAI,i20,2017,11490,11490,15565,02/2017,gasolina,103225,berlina,12 ,blanco,,4035,1734,1474,2570,301/0,1540,5,5,1248,4,,delantera,manual,5,62,85,124,170,13.1,6.0,4.1,4.8,112.0,50.0,spain,valencia,vendedor profesional
PORSCHE,Cayenne,2015,52500,,79981,07/2015,diesel,89000,todo terreno,12 ,negro,,4855,1939,1705,2895,1728/0,2870,5,5,2967,6,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,8,193,262,580,221,7.3,7.6,6.0,6.6,173.0,85.0,spain,girona,vendedor profesional
MERCEDES-BENZ,Clase V,2020,49500,,,11/2020,diesel,50380,,24 ,-,,,,,,,,,,,,,,,,,,,,,,,,,,spain,girona,vendedor profesional
LAND-ROVER,Range Rover Sport,2018,54999,,86800,04/2018,diesel,67000,todo terreno,12 ,indus silver / metalizado,,4879,1983,1803,2923,780/1868,3000,5,5,2993,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,190,258,600,209,7.7,7.8,6.4,6.9,182.0,86.0,spain,valencia,vendedor profesional
NISSAN,Qashqai,2022,36900,34900,42250,11/2022,gasolina,19000,todo terreno,si,blanco,,4425,1848,1625,2665,479/1441,1935,5,5,1332,4,turbo,delantera,manual,6,116,158,260,199,9.2,0.0,0.0,0.0,,55.0,spain,pontevedra,vendedor profesional
OPEL,Mokka,2021,20900,17800,,12/2021,gasolina,18147,"4x4, suv o pickup",12 ,negro,,,,,,,,,,,,,,,,,,,,,,,,,,spain,valencia,vendedor profesional
BMW,Serie 2,2021,30500,28500,45140,03/2021,diesel,52400,coupe,12 ,blanco,,4526,1800,1420,2670,430/0,2015,4,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,350,222,8.5,5.4,2.9,4.2,109.0,42.0,spain,jaen,vendedor profesional
TOYOTA,Corolla,2021,21500,20500,,02/2021,gasolina y corriente electrica,75427,berlina mediana o grande,24 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,malaga,vendedor profesional
PORSCHE,911,2023,175000,,158158,04/2023,gasolina,4500,convertible,12 ,blanco carrara metalizado / metalizado,,4519,1852,1297,2450,132/0,2015,2,4,2981,6,doble turbo,trasera,automatica secuencial,8,283,385,450,291,4.4,12.9,7.6,9.6,218.0,64.0,spain,malaga,vendedor profesional
MERCEDES-BENZ,Clase GLE,2021,54990,52990,77825,01/2021,diesel,165000,todo terreno,12 ,azul,,4924,1947,1772,2915,630/0,3070,5,5,2925,6,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,200,272,600,230,6.9,0.0,0.0,0.0,,85.0,spain,malaga,vendedor profesional
DS,DS4,2016,12300,,,10/2016,diesel,134000,berlina mediana o grande,12 ,gris,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
TOYOTA,Corolla,2019,21490,19990,29750,07/2019,gasolina y corriente electrica,82846,berlina,24 ,gris celestite,,4630,1775,1435,2700,529/0,1835,4,5,1798,4,,delantera,automatica continua,1,90,122,142,180,10.9,3.1,3.5,3.4,77.0,43.0,spain,cadiz,vendedor profesional
PEUGEOT,2008,2019,12985,10985,20140,09/2019,gasolina,78358,todo terreno,0,azul,,4159,1739,1570,2537,360/0,1680,5,5,1199,3,,delantera,manual,6,81,110,205,191,11.6,6.0,4.4,5.0,114.0,47.0,spain,barcelona,vendedor profesional
TOYOTA,C-HR,2020,23990,22390,28990,02/2020,gasolina y corriente electrica,43363,todo terreno,24 ,rojo,,4360,1795,1555,2640,377/0,1860,5,5,1798,4,,delantera,automatica continua,1,90,122,0,170,11.0,3.8,3.4,4.0,86.0,43.0,spain,madrid,vendedor profesional
VOLVO,C40,2023,52900,52900,,10/2023,electrico,1,"4x4, suv o pickup",12 ,sage green,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
VOLKSWAGEN,Polo,2019,12900,11900,15150,03/2019,gasolina,20500,berlina,12 ,gris / metalizado,,4053,1751,1461,2548,355/1125,1610,5,5,999,3,,delantera,manual,5,48,65,95,164,15.5,6.0,4.1,4.8,109.0,40.0,spain,madrid,vendedor profesional
NISSAN,Qashqai,2022,28300,26300,35900,09/2022,gasolina,12136,todo terreno,27 ,blanco / metalizado,,4425,1848,1625,2665,436/1447,1935,5,5,1332,4,turbo,delantera,manual,6,103,140,240,196,10.2,0.0,0.0,0.0,,55.0,spain,valencia,vendedor profesional
MERCEDES-BENZ,Clase CLA,2019,29490,,37428,10/2019,gasolina,106022,coupe,12 ,gris / metalizado,,4688,1830,1444,2729,460/0,1935,4,5,1332,4,,delantera,manual,6,120,163,250,229,8.5,0.0,0.0,0.0,,43.0,spain,malaga,vendedor profesional
PEUGEOT,3008 SUV,2021,32490,30490,57120,06/2021,hibrido enchufable,51000,todo terreno,12 ,nacarado,,4447,1841,1620,2675,520/1482,2350,5,5,1598,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,8,220,300,300,235,8.9,0.0,0.0,1.5,34.0,53.0,spain,madrid,vendedor profesional
PORSCHE,Cayenne,2020,97000,,,01/2020,hibrido enchufable,120000,"4x4, suv o pickup",12 ,gris,,,,,,,,,,,,,,,,,,,,,,,,,,spain,sevilla,vendedor profesional
BMW,Serie 1,2022,49500,,56900,09/2022,gasolina,2900,berlina,24 ,frozen deep grey,,4319,1799,1434,2670,380/1200,2085,5,4,1998,4,turbo,total permanente,automatica secuencial,8,225,306,450,250,4.8,7.5,5.6,6.3,145.0,50.0,spain,barcelona,vendedor profesional
AUDI,Q3,2015,25990,,66009,01/2015,gasolina,135650,todo terreno,12 ,gris,,4411,1841,1580,2603,356/1261,2265,5,5,2480,5,turbo,todo terreno traccion total permanente,automatica secuencial,7,250,340,450,250,4.8,11.6,6.6,8.4,198.0,64.0,spain,barcelona,vendedor profesional
LAND-ROVER,Range Rover,2023,167900,,166700,01/2023,diesel,22000,todo terreno,24 ,batumi gold,,5052,2047,1870,2997,818/0,3350,5,5,2997,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,258,350,700,234,6.1,0.0,0.0,0.0,,80.0,spain,madrid,vendedor profesional
MERCEDES-BENZ,Clase CLS,2018,45900,44900,78800,05/2018,diesel,117000,coupe,12 ,gris,,4988,1890,1435,2939,520/0,2545,4,5,2925,6,turbo,total permanente,automatica secuencial,9,210,286,600,250,5.7,7.4,3.9,5.7,152.0,66.0,spain,toledo,vendedor profesional
PEUGEOT,2008,2019,12985,10985,20140,09/2019,gasolina,78358,todo terreno,0,azul,,4159,1739,1570,2537,360/0,1680,5,5,1199,3,,delantera,manual,6,81,110,205,191,11.6,6.0,4.4,5.0,114.0,47.0,spain,barcelona,vendedor profesional
BMW,Serie 2,2021,30500,28500,45140,03/2021,diesel,52400,coupe,12 ,blanco,,4526,1800,1420,2670,430/0,2015,4,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,350,222,8.5,5.4,2.9,4.2,109.0,42.0,spain,jaen,vendedor profesional
DS,DS4,2016,12300,,,10/2016,diesel,134000,berlina mediana o grande,12 ,gris,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
BMW,Serie 3,2022,38900,36698,46500,11/2022,diesel,22230,berlina,12 ,blanco,,4713,1827,1440,2851,480/0,2125,4,5,1995,4,turbo de geometria variable,trasera,automatica secuencial,8,110,150,320,218,8.3,0.0,0.0,0.0,,59.0,spain,lugo,vendedor profesional
TOYOTA,C-HR,2020,23990,22390,28990,02/2020,gasolina y corriente electrica,43363,todo terreno,24 ,rojo,,4360,1795,1555,2640,377/0,1860,5,5,1798,4,,delantera,automatica continua,1,90,122,0,170,11.0,3.8,3.4,4.0,86.0,43.0,spain,madrid,vendedor profesional
TOYOTA,Corolla,2019,21490,19990,29750,07/2019,gasolina y corriente electrica,82846,berlina,24 ,gris celestite,,4630,1775,1435,2700,529/0,1835,4,5,1798,4,,delantera,automatica continua,1,90,122,142,180,10.9,3.1,3.5,3.4,77.0,43.0,spain,cadiz,vendedor profesional
VOLVO,C40,2023,52900,52900,,10/2023,electrico,1,"4x4, suv o pickup",12 ,sage green,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
OPEL,Astra,2021,14975,13375,,03/2021,diesel,95340,pequeno,12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,alicante,vendedor profesional
VOLKSWAGEN,Tiguan,2020,37490,35490,47034,07/2020,diesel,50194,todo terreno,12 ,puro,,4486,1839,1643,2681,615/1655,2330,5,5,1968,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,7,140,190,400,212,7.9,7.2,3.9,5.6,141.0,58.0,spain,madrid,vendedor profesional
SKODA,Octavia,2015,13900,12900,22300,09/2015,diesel,110000,berlina,12 ,plata,,4659,1814,1461,2686,590/1580,1855,5,5,1598,4,turbo de geometria variable,delantera,manual,5,77,105,250,194,10.8,4.6,3.3,3.8,99.0,50.0,spain,cordoba,vendedor profesional
SEAT,Ibiza,2017,13900,12900,16330,05/2017,gasolina,61000,berlina,12 ,blanco,,4061,1693,1445,2469,292/0,1590,5,5,999,3,turbo,delantera,manual,5,70,95,160,187,10.4,5.1,3.8,4.3,101.0,45.0,spain,cordoba,vendedor profesional
BMW,X1,2018,20480,19980,32400,07/2018,diesel,99000,todo terreno,12 ,blanco / metalizado,,4439,1821,1598,2670,505/1550,2040,5,5,1496,3,turbo de geometria variable,delantera,manual,6,85,116,270,190,11.5,5.1,4.1,4.5,118.0,51.0,spain,cordoba,vendedor profesional
VOLVO,V90 Cross Country,2021,49900,49900,,09/2021,diesel,48549,familiar,12 ,onyx black,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
TOYOTA,Corolla,2021,21500,20500,,02/2021,gasolina y corriente electrica,75427,berlina mediana o grande,24 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,malaga,vendedor profesional
VOLKSWAGEN,Polo,2019,12900,11900,15150,03/2019,gasolina,20500,berlina,12 ,gris / metalizado,,4053,1751,1461,2548,355/1125,1610,5,5,999,3,,delantera,manual,5,48,65,95,164,15.5,6.0,4.1,4.8,109.0,40.0,spain,madrid,vendedor profesional
NISSAN,Juke,2012,11500,11500,25150,04/2012,gasolina,137000,todo terreno,si,granate / metalizado,,4135,1765,1570,2530,207/786,1860,5,5,1618,4,turbo,todo terreno traccion total permanente,automatica continua,1,140,190,240,200,8.4,10.2,6.0,7.6,169.0,50.0,spain,madrid,vendedor profesional
FORD,Fiesta,2021,14990,13990,22656,04/2021,gasolina,79943,berlina,12 ,negro,,4069,1735,1484,2493,311/1093,1690,5,5,999,3,turbo,delantera,manual,6,114,155,240,219,8.9,0.0,0.0,0.0,,42.0,spain,madrid,vendedor profesional
KIA,Sportage,2021,23300,21300,32750,01/2021,diesel,32000,todo terreno,12 ,gris,,4485,1855,1635,2670,439/1496,2120,5,5,1598,4,turbo,delantera,manual,6,100,136,320,180,11.2,6.7,3.4,5.2,115.0,0.0,spain,malaga,vendedor profesional
KIA,Ceed,2023,18990,17270,,06/2023,gasolina,17398,berlina mediana o grande,72 ,negro,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
PEUGEOT,5008,2015,13990,,26350,12/2015,gasolina,93440,monovolumen,12 ,gris,,4529,1837,1647,2727,823/2506,2200,5,7,1199,3,,delantera,manual,6,96,130,230,201,10.8,6.6,4.8,5.4,124.0,60.0,spain,albacete,vendedor profesional
AUDI,Q8,2024,79990,77990,98373,01/2024,diesel,8000,coupe,si,gris daytona,,4986,1995,1705,2994,605/1755,2890,5,5,2967,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,170,231,500,233,7.1,0.0,0.0,0.0,,85.0,spain,alicante,vendedor profesional
JAGUAR,F-Type,2018,53490,50890,89300,09/2018,gasolina,81822,coupe,12 ,rojo / metalizado,,4482,1923,1311,2622,324/408,2000,3,2,2995,6,turbo de geometria variable,trasera,automatica secuencial,8,250,340,450,260,5.3,11.7,6.5,8.4,224.0,70.0,spain,madrid,vendedor profesional
TOYOTA,Auris,2017,17400,17400,,09/2017,hibrido,60732,berlina mediana o grande,24 ,azul marino,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
MERCEDES-BENZ,Clase CLA,2019,29490,,37428,10/2019,gasolina,106022,coupe,12 ,gris / metalizado,,4688,1830,1444,2729,460/0,1935,4,5,1332,4,,delantera,manual,6,120,163,250,229,8.5,0.0,0.0,0.0,,43.0,spain,malaga,vendedor profesional
NISSAN,Qashqai,2022,28300,26300,35900,09/2022,gasolina,12136,todo terreno,27 ,blanco / metalizado,,4425,1848,1625,2665,436/1447,1935,5,5,1332,4,turbo,delantera,manual,6,103,140,240,196,10.2,0.0,0.0,0.0,,55.0,spain,valencia,vendedor profesional
PEUGEOT,3008 SUV,2021,32490,30490,57120,06/2021,hibrido enchufable,51000,todo terreno,12 ,nacarado,,4447,1841,1620,2675,520/1482,2350,5,5,1598,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,8,220,300,300,235,8.9,0.0,0.0,1.5,34.0,53.0,spain,madrid,vendedor profesional
TOYOTA,Yaris Cross,2024,27800,25300,27350,01/2024,gasolina y corriente electrica,450,todo terreno,36 ,blanco classic (solido),,4180,1765,1560,2560,390/0,1860,5,5,1490,4,turbo,delantera,automatica continua,1,85,116,0,170,11.0,0.0,0.0,0.0,,43.0,spain,zaragoza,vendedor profesional
MERCEDES-BENZ,Clase C,2019,79000,,114725,01/2019,gasolina,55060,stationwagon,12 ,plata,,4772,1839,1441,2840,460/1480,2240,5,5,3982,8,,trasera,automatica secuencial,9,375,510,700,280,4.1,13.5,7.9,10.0,229.0,66.0,spain,malaga,vendedor profesional
MERCEDES-BENZ,EQB,2023,59900,,61063,09/2023,corriente electrica,16,todo terreno,36 ,plata iridio metalizado,,4684,1834,1667,2829,495/1710,2580,5,5,0,0,,todo terreno traccion total permanente,"directo, sin caja de cambios",1,168,228,390,160,8.0,0.0,0.0,0.0,,0.0,spain,cordoba,vendedor profesional
MERCEDES-BENZ,Clase A,2019,21500,,33772,01/2019,diesel,123200,berlina,12 ,gris,,4419,1796,1440,2729,360/1200,1935,5,5,1461,4,turbo de geometria variable,delantera,automatica secuencial,7,85,116,260,202,10.5,4.7,3.9,3.9,103.0,43.0,spain,la rioja,vendedor profesional
OPEL,Corsa,2024,20000,19100,,03/2024,gasolina,1,berlina mediana o grande,36 ,kardio red/arktis white,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
PEUGEOT,208,2023,29300,29300,37220,03/2023,corriente electrica,5,berlina,12 ,amarillo faro (metalizado),,4055,1745,1430,2540,309/0,1918,5,5,0,0,,delantera,"directo, sin caja de cambios",1,100,136,260,150,8.1,0.0,0.0,0.0,,0.0,spain,burgos,vendedor profesional
TOYOTA,Corolla,2019,25400,24900,,11/2019,hibrido,43484,berlina mediana o grande,24 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
LEXUS,UX,2020,26990,25990,38800,02/2020,gasolina y corriente electrica,53450,todo terreno,si,rojo,,4495,1840,1540,2640,320/0,2165,5,5,1987,4,,delantera,automatica continua,1,135,184,180,177,8.5,5.3,3.4,4.1,96.0,43.0,spain,madrid,vendedor profesional
LEXUS,UX,2019,25990,25490,48938,12/2019,gasolina y corriente electrica,136000,todo terreno,si,gris,,4495,1840,1540,2640,320/0,2165,5,5,1987,4,,delantera,automatica continua,1,135,184,180,177,8.5,5.3,3.4,4.1,96.0,43.0,spain,madrid,vendedor profesional
OPEL,Corsa,2022,13990,12690,24550,04/2022,diesel,36856,berlina,12 ,blanco,,4060,1765,1435,2538,309/1015,1660,5,5,1499,4,turbo de geometria variable,delantera,manual,6,75,102,250,188,10.2,0.0,0.0,0.0,,41.0,spain,madrid,vendedor profesional
ABARTH,595,2021,19900,18900,23400,05/2021,gasolina,30000,berlina,12 ,blanco,,3660,1627,1480,2300,185/550,1425,3,4,1368,4,turbo,delantera,manual,5,107,145,206,210,7.8,8.7,5.4,6.6,155.0,35.0,spain,barcelona,vendedor profesional
MERCEDES-BENZ,Clase A,2019,21500,,33772,01/2019,diesel,123200,berlina,12 ,gris,,4419,1796,1440,2729,360/1200,1935,5,5,1461,4,turbo de geometria variable,delantera,automatica secuencial,7,85,116,260,202,10.5,4.7,3.9,3.9,103.0,43.0,spain,la rioja,vendedor profesional
PORSCHE,Panamera,2018,105990,99990,197723,03/2018,hibrido enchufable,136500,stationwagon,12 ,negro,,5049,1937,1432,2950,425/1295,2900,5,5,3996,8,turbo de geometria variable,total permanente,automatica secuencial,8,500,680,850,310,3.4,0.0,0.0,3.3,76.0,80.0,spain,barcelona,vendedor profesional
MERCEDES-BENZ,Clase B,2016,20900,19900,38125,11/2016,diesel,110000,monovolumen,12 ,negro / metalizado,,4393,1786,1558,2699,488/1547,2025,5,5,2143,4,turbo de geometria variable,delantera,automatica secuencial,7,130,177,350,224,7.6,4.9,3.6,4.1,107.0,50.0,spain,valencia,vendedor profesional
CITROEN,C4,2021,20500,18500,28265,05/2021,gasolina,48000,berlina,12 ,negro / metalizado,,4360,1834,1520,2670,380/408,1755,5,5,1199,3,,delantera,automatica secuencial,8,96,130,230,210,10.8,6.1,3.2,4.7,110.0,50.0,spain,madrid,vendedor profesional
